agentid,step,ExpectedQvalue,CumulativeReward
0,1,86.0277777777778,0
0,2,82.50000000000003,0
0,3,85.36111111111113,18
0,4,83.72222222222223,24
0,5,87.22222222222223,36
0,6,82.61111111111109,36
0,7,104.69444444444441,36
0,8,89.75000000000004,48
0,9,94.05555555555556,66
0,10,98.8888888888889,90
0,11,97.80555555555556,90
0,12,98.94444444444444,102
0,13,108.16666666666671,120
0,14,96.52777777777781,156
0,15,107.11111111111111,162
0,16,98.22222222222227,168
0,17,102.36111111111114,210
0,18,111.3888888888889,246
0,19,79.49999999999999,258
0,20,71.05555555555557,270
0,21,70.97222222222223,276
0,22,80.8611111111111,282
0,23,84.91666666666664,300
0,24,86.69444444444443,312
0,25,83.80555555555553,318
0,26,77.94444444444444,330
0,27,78.22222222222223,330
0,28,144.77777777777771,378
0,29,136.75,384
0,30,147.30555555555551,408
0,31,179.05555555555554,462
0,32,186.27777777777774,462
0,33,170.4444444444445,468
0,34,179.1944444444445,480
0,35,140.69444444444443,516
0,36,144.3055555555556,534
0,37,94.91666666666664,540
0,38,132.24999999999991,552
0,39,167.5,636
0,40,162.8611111111111,678
0,41,148.00000000000006,852
0,42,161.80555555555557,936
0,43,173.61111111111106,948
0,44,160.13888888888889,1038
0,45,157.8333333333334,1176
0,46,166.80555555555563,1224
0,47,164.91666666666669,1224
0,48,170.3888888888889,1230
0,49,160.8333333333334,1230
0,50,166.0555555555556,1236
