grid_x,grid_y,agent_0,agent_1
0,1,0,0
7,0,0,0
3,1,0,3
1,4,0,0
7,4,4,0
2,0,0,0
7,7,1,0
7,3,0,0
4,0,0,9
2,7,1,0
4,1,0,13
4,3,0,0
4,7,7,0
