agentid,step,ExpectedQvalue,CumulativeReward
0,1,59.99999999999997,0
0,2,56.96153846153845,0
0,3,62.03846153846156,12
0,4,64.73076923076925,12
0,5,59.19230769230766,12
0,6,61.88461538461537,12
0,7,62.461538461538446,24
0,8,61.15384615384613,24
0,9,63.30769230769229,30
0,10,68.99999999999997,30
0,11,67.30769230769229,36
0,12,66.30769230769229,36
0,13,61.76923076923076,42
0,14,66.57692307692305,42
0,15,65.0,42
0,16,62.99999999999999,42
0,17,70.23076923076921,42
0,18,69.07692307692307,42
0,19,71.65384615384612,42
0,20,66.84615384615383,42
0,21,69.50000000000003,42
0,22,65.76923076923072,42
0,23,66.34615384615385,42
0,24,72.6153846153846,42
0,25,73.61538461538461,54
0,26,62.3076923076923,54
0,27,71.11538461538458,54
0,28,68.46153846153848,60
0,29,71.65384615384615,60
0,30,69.0769230769231,60
0,31,65.11538461538458,60
0,32,68.76923076923079,60
0,33,70.65384615384612,60
0,34,70.3846153846154,60
0,35,68.69230769230771,60
0,36,64.1153846153846,60
0,37,70.6153846153846,60
0,38,63.07692307692308,60
0,39,64.9230769230769,60
0,40,75.84615384615384,60
0,41,68.80769230769228,60
0,42,61.73076923076924,60
0,43,65.30769230769226,60
0,44,64.26923076923073,60
0,45,63.57692307692307,60
0,46,65.53846153846152,60
0,47,69.65384615384613,198
0,48,69.11538461538463,198
0,49,65.34615384615385,198
0,50,67.03846153846155,198
1,1,60.69230769230771,0
1,2,58.1923076923077,0
1,3,59.0769230769231,0
1,4,58.99999999999997,0
1,5,62.038461538461526,24
1,6,61.92307692307692,30
1,7,59.03846153846153,30
1,8,56.73076923076924,36
1,9,61.07692307692309,36
1,10,58.576923076923066,36
1,11,60.76923076923077,36
1,12,62.46153846153847,72
1,13,67.99999999999997,72
1,14,66.03846153846153,72
1,15,65.03846153846155,72
1,16,66.0769230769231,72
1,17,64.38461538461537,90
1,18,63.1153846153846,90
1,19,67.53846153846156,90
1,20,62.96153846153846,90
1,21,68.80769230769232,108
1,22,63.8076923076923,108
1,23,67.80769230769229,108
1,24,67.73076923076924,114
1,25,69.0769230769231,126
1,26,67.5384615384615,156
1,27,62.69230769230769,156
1,28,66.42307692307693,156
1,29,67.53846153846153,156
1,30,69.88461538461534,156
1,31,66.38461538461536,156
1,32,81.07692307692314,174
1,33,81.46153846153845,174
1,34,83.96153846153845,186
1,35,79.88461538461536,186
1,36,85.96153846153847,186
1,37,81.34615384615385,198
1,38,84.57692307692312,198
1,39,84.73076923076927,198
1,40,78.92307692307692,198
1,41,84.7307692307692,240
1,42,93.03846153846155,240
1,43,93.5769230769231,240
1,44,89.00000000000004,240
1,45,92.53846153846155,240
1,46,85.42307692307693,240
1,47,87.9615384615385,240
1,48,93.49999999999997,240
1,49,89.73076923076923,240
1,50,83.2692307692308,264
