agentid,step,ExpectedQvalue,CumulativeReward
0,1,52.6923076923077,0
0,2,58.99999999999999,0
0,3,64.34615384615383,6
0,4,58.76923076923076,6
0,5,62.923076923076934,12
0,6,63.07692307692308,12
0,7,60.46153846153847,24
0,8,61.80769230769231,24
0,9,59.34615384615385,24
0,10,63.384615384615394,24
0,11,61.73076923076921,66
0,12,63.46153846153847,66
0,13,66.88461538461539,66
0,14,64.26923076923077,90
0,15,70.9615384615385,132
0,16,75.6923076923077,132
0,17,74.53846153846153,132
0,18,71.1923076923077,132
0,19,68.34615384615383,132
0,20,75.46153846153844,138
0,21,74.00000000000001,144
0,22,72.3461538461539,144
0,23,72.26923076923077,240
0,24,78.46153846153848,240
0,25,93.11538461538457,270
0,26,85.61538461538461,270
0,27,97.73076923076921,306
0,28,86.07692307692307,330
0,29,85.8846153846154,330
0,30,82.19230769230765,330
0,31,84.03846153846152,360
0,32,86.99999999999996,360
0,33,86.53846153846155,360
0,34,87.84615384615384,372
0,35,89.92307692307695,372
0,36,90.61538461538458,372
0,37,98.46153846153847,372
0,38,92.03846153846153,378
0,39,96.03846153846152,378
0,40,96.19230769230772,408
0,41,95.26923076923076,408
0,42,93.69230769230771,408
0,43,109.80769230769232,408
0,44,111.69230769230771,408
0,45,105.30769230769229,408
0,46,116.00000000000003,408
0,47,100.53846153846159,408
0,48,104.8076923076923,408
0,49,112.30769230769229,432
0,50,103.7692307692308,432
1,1,54.65384615384617,0
1,2,58.96153846153849,0
1,3,60.846153846153854,0
1,4,60.69230769230768,0
1,5,60.11538461538459,0
1,6,60.07692307692308,0
1,7,60.38461538461537,0
1,8,54.961538461538474,0
1,9,57.884615384615365,0
1,10,62.34615384615386,0
1,11,59.92307692307694,0
1,12,57.92307692307694,0
1,13,60.07692307692307,0
1,14,58.11538461538462,0
1,15,59.42307692307693,0
1,16,60.0,0
1,17,60.384615384615365,0
1,18,62.8076923076923,0
1,19,62.615384615384606,0
1,20,61.19230769230769,0
1,21,61.19230769230773,12
1,22,57.96153846153845,12
1,23,58.00000000000001,12
1,24,64.49999999999999,12
1,25,65.46153846153845,54
1,26,70.19230769230768,60
1,27,67.0769230769231,60
1,28,78.92307692307696,66
1,29,79.30769230769232,66
1,30,79.15384615384615,66
1,31,73.3846153846154,66
1,32,77.0,66
1,33,76.6153846153846,90
1,34,80.96153846153845,90
1,35,79.11538461538464,96
1,36,80.88461538461543,96
1,37,75.6923076923077,96
1,38,79.11538461538464,96
1,39,96.96153846153844,174
1,40,111.76923076923075,180
1,41,101.19230769230768,180
1,42,116.49999999999999,180
1,43,106.07692307692307,180
1,44,103.46153846153841,180
1,45,119.26923076923075,180
1,46,111.46153846153838,180
1,47,106.5,192
1,48,114.46153846153838,192
1,49,113.80769230769224,192
1,50,113.15384615384612,204
