agentid,step,ExpectedQvalue,CumulativeReward
0,1,54.19230769230769,0
0,2,57.73076923076924,0
0,3,58.34615384615387,0
0,4,58.07692307692308,0
0,5,57.26923076923075,0
0,6,59.461538461538474,0
0,7,54.76923076923075,0
0,8,62.34615384615387,6
0,9,65.80769230769229,66
0,10,57.730769230769226,66
0,11,62.230769230769226,66
0,12,64.15384615384615,66
0,13,64.03846153846155,66
0,14,58.80769230769229,66
0,15,68.57692307692308,66
0,16,63.80769230769231,90
0,17,69.07692307692308,90
0,18,65.61538461538461,90
0,19,64.15384615384617,90
0,20,64.1923076923077,126
0,21,65.76923076923076,126
0,22,64.57692307692308,126
0,23,68.53846153846153,132
0,24,81.80769230769232,132
0,25,78.03846153846156,132
0,26,81.0769230769231,132
0,27,82.57692307692307,132
0,28,78.73076923076923,132
0,29,79.73076923076924,138
0,30,79.69230769230774,138
0,31,81.3076923076923,138
0,32,77.76923076923077,138
0,33,82.46153846153848,138
0,34,85.69230769230774,162
0,35,85.46153846153845,204
0,36,85.69230769230771,204
0,37,88.46153846153847,204
0,38,82.96153846153844,204
0,39,86.26923076923075,204
0,40,86.26923076923077,204
0,41,92.61538461538458,204
0,42,84.61538461538464,204
0,43,88.84615384615384,312
0,44,93.23076923076924,312
0,45,95.5769230769231,312
0,46,91.3076923076923,312
0,47,87.61538461538463,312
0,48,90.76923076923077,318
0,49,92.15384615384616,318
0,50,92.57692307692308,330
1,1,59.88461538461538,0
1,2,56.50000000000001,0
1,3,59.76923076923076,0
1,4,64.8076923076923,12
1,5,64.53846153846155,12
1,6,66.3076923076923,24
1,7,72.73076923076924,60
1,8,109.34615384615383,60
1,9,101.03846153846149,78
1,10,114.26923076923073,78
1,11,119.7307692307692,84
1,12,97.38461538461536,84
1,13,110.73076923076918,84
1,14,95.38461538461536,84
1,15,110.53846153846148,84
1,16,109.99999999999994,108
1,17,105.34615384615381,132
1,18,115.38461538461529,150
1,19,104.46153846153842,180
1,20,108.30769230769226,186
1,21,128.88461538461536,192
1,22,103.65384615384613,192
1,23,111.19230769230766,192
1,24,114.11538461538458,198
1,25,104.1153846153846,210
1,26,126.99999999999994,222
1,27,112.57692307692302,228
1,28,127.26923076923073,228
1,29,121.30769230769229,228
1,30,119.3076923076923,228
1,31,124.57692307692307,258
1,32,120.23076923076923,258
1,33,133.6923076923077,258
1,34,117.73076923076921,258
1,35,117.3461538461538,264
1,36,130.2307692307692,294
1,37,119.6153846153846,294
1,38,86.80769230769235,354
1,39,134.65384615384613,360
1,40,141.73076923076923,366
1,41,136.3076923076923,378
1,42,126.11538461538466,378
1,43,135.57692307692307,390
1,44,148.00000000000003,396
1,45,134.07692307692312,402
1,46,127.61538461538463,414
1,47,143.07692307692307,426
1,48,140.34615384615387,426
1,49,121.88461538461536,450
1,50,126.4230769230769,456
