agentid,step,ExpectedQvalue,CumulativeReward
0,1,54.576923076923066,0
0,2,55.0769230769231,6
0,3,59.84615384615383,6
0,4,59.26923076923073,6
0,5,53.73076923076923,18
0,6,61.57692307692307,18
0,7,58.19230769230769,18
0,8,58.03846153846151,18
0,9,61.11538461538462,18
0,10,57.26923076923079,18
0,11,60.80769230769231,18
0,12,60.53846153846153,18
0,13,55.76923076923078,18
0,14,62.96153846153845,54
0,15,62.4230769230769,54
0,16,65.34615384615385,54
0,17,64.26923076923076,108
0,18,62.769230769230774,108
0,19,61.96153846153843,108
0,20,64.96153846153848,108
0,21,73.57692307692308,114
0,22,78.73076923076927,114
0,23,80.73076923076921,114
0,24,76.42307692307693,114
0,25,73.49999999999999,114
0,26,78.03846153846155,120
0,27,72.53846153846153,120
0,28,74.65384615384613,120
0,29,71.73076923076924,120
0,30,81.23076923076924,120
0,31,79.96153846153847,120
0,32,75.8076923076923,120
0,33,88.03846153846155,120
0,34,84.92307692307695,150
0,35,79.6538461538461,150
0,36,77.23076923076925,150
0,37,80.84615384615387,150
0,38,80.23076923076931,150
0,39,67.92307692307692,216
0,40,68.38461538461533,216
0,41,69.26923076923079,216
0,42,67.38461538461539,216
0,43,71.84615384615387,216
0,44,73.30769230769228,216
0,45,70.1923076923077,216
0,46,74.03846153846152,216
0,47,71.46153846153845,216
0,48,67.30769230769232,216
0,49,71.07692307692305,216
0,50,70.26923076923076,216
1,1,54.84615384615384,0
1,2,60.038461538461526,0
1,3,51.423076923076906,0
1,4,62.115384615384635,0
1,5,56.30769230769231,0
1,6,54.00000000000001,0
1,7,56.730769230769255,0
1,8,55.88461538461538,0
1,9,61.115384615384606,0
1,10,56.96153846153848,0
1,11,57.57692307692306,0
1,12,57.692307692307715,0
1,13,57.38461538461538,0
1,14,55.807692307692285,0
1,15,56.11538461538463,0
1,16,53.65384615384612,0
1,17,56.1923076923077,24
1,18,57.961538461538474,24
1,19,57.884615384615394,24
1,20,57.923076923076906,24
1,21,60.1923076923077,24
1,22,61.07692307692307,24
1,23,62.76923076923079,24
1,24,58.96153846153851,24
1,25,59.03846153846153,66
1,26,64.9230769230769,66
1,27,61.576923076923066,78
1,28,68.73076923076924,78
1,29,64.42307692307693,84
1,30,63.76923076923078,84
1,31,58.57692307692309,84
1,32,58.34615384615386,84
1,33,60.65384615384614,84
1,34,64.42307692307692,108
1,35,59.53846153846155,108
1,36,60.96153846153844,108
1,37,60.23076923076926,108
1,38,60.92307692307691,108
1,39,58.19230769230771,108
1,40,61.76923076923078,108
1,41,67.34615384615385,108
1,42,65.65384615384615,132
1,43,65.53846153846156,132
1,44,66.69230769230766,132
1,45,65.26923076923076,132
1,46,65.42307692307693,132
1,47,67.38461538461534,138
1,48,69.23076923076921,138
1,49,63.26923076923078,138
1,50,66.19230769230772,138
