grid_x,grid_y,agent_0,agent_1
0,1,0,0
7,0,1,1
3,1,3,0
1,4,0,0
7,4,6,1
2,0,0,0
7,7,0,0
7,3,7,0
4,0,2,6
2,7,0,0
4,1,2,7
4,3,2,3
4,7,1,2
