grid_x,grid_y,agent_0,agent_1
0,1,0,0
7,0,0,1
3,1,1,0
1,4,0,0
7,4,0,5
2,0,1,0
7,7,1,1
7,3,0,5
4,0,1,0
2,7,4,0
4,1,0,0
4,3,0,0
4,7,0,0
