agentid,step,ExpectedQvalue,CumulativeReward
0,1,62.15384615384613,0
0,2,56.923076923076934,0
0,3,59.73076923076922,6
0,4,57.307692307692314,6
0,5,57.846153846153854,12
0,6,62.34615384615382,12
0,7,55.92307692307692,48
0,8,60.30769230769231,48
0,9,55.5,60
0,10,56.61538461538462,66
0,11,62.49999999999998,72
0,12,60.3076923076923,72
0,13,57.53846153846152,90
0,14,60.115384615384585,90
0,15,61.884615384615394,90
0,16,57.961538461538474,90
0,17,58.384615384615394,150
0,18,60.346153846153854,150
0,19,60.61538461538463,246
0,20,61.2692307692308,306
0,21,64.42307692307692,330
0,22,67.50000000000001,330
0,23,121.69230769230765,336
0,24,122.7307692307693,336
0,25,140.92307692307693,384
0,26,118.96153846153847,432
0,27,114.84615384615384,498
0,28,123.11538461538464,498
0,29,118.26923076923073,606
0,30,128.30769230769235,606
0,31,133.26923076923083,618
0,32,133.80769230769238,618
0,33,127.96153846153852,702
0,34,119.9615384615385,702
0,35,112.00000000000001,702
0,36,135.07692307692307,702
0,37,127.8461538461539,726
0,38,114.1153846153846,726
0,39,129.23076923076923,744
0,40,123.80769230769235,744
0,41,125.2692307692308,786
0,42,135.65384615384616,792
0,43,130.99999999999997,822
0,44,126.61538461538466,900
0,45,125.30769230769234,912
0,46,153.96153846153842,912
0,47,136.1923076923077,954
0,48,104.69230769230771,966
0,49,134.73076923076928,966
0,50,121.69230769230771,1104
1,1,55.615384615384606,0
1,2,57.69230769230769,0
1,3,58.769230769230774,30
1,4,58.73076923076923,30
1,5,59.26923076923075,30
1,6,52.3076923076923,30
1,7,59.115384615384635,36
1,8,60.76923076923075,36
1,9,58.34615384615383,36
1,10,90.53846153846153,36
1,11,95.8461538461538,54
1,12,99.57692307692308,66
1,13,104.76923076923075,66
1,14,86.19230769230766,72
1,15,86.80769230769228,78
1,16,83.99999999999996,78
1,17,87.92307692307688,84
1,18,86.38461538461537,84
1,19,87.23076923076921,84
1,20,87.0,96
1,21,100.38461538461539,114
1,22,99.65384615384613,114
1,23,89.8076923076923,114
1,24,85.49999999999999,120
1,25,89.03846153846153,132
1,26,103.92307692307689,132
1,27,96.2692307692307,138
1,28,86.7692307692307,138
1,29,91.96153846153844,144
1,30,92.03846153846152,156
1,31,94.30769230769226,156
1,32,95.11538461538454,156
1,33,82.23076923076925,168
1,34,90.30769230769225,174
1,35,80.07692307692301,174
1,36,100.34615384615385,180
1,37,88.07692307692304,180
1,38,71.9230769230769,186
1,39,84.96153846153845,198
1,40,90.80769230769228,204
1,41,81.80769230769229,204
1,42,91.69230769230768,204
1,43,82.96153846153842,204
1,44,87.50000000000003,204
1,45,89.65384615384613,210
1,46,99.15384615384612,210
1,47,86.92307692307693,222
1,48,96.42307692307695,228
1,49,98.42307692307692,228
1,50,80.88461538461532,228
