grid_x,grid_y,agent_0,agent_1
0,1,0,0
7,0,0,0
3,1,7,4
1,4,3,11
7,4,0,0
2,0,0,1
7,7,0,0
7,3,0,0
4,0,4,1
2,7,1,0
4,1,5,2
4,3,4,2
4,7,0,3
