grid_x,grid_y,agent_0,agent_1
2,2,1,0
1,2,1,0
2,1,2,0
2,3,1,0
3,2,2,0
1,1,0,0
1,3,2,0
3,1,3,0
3,3,3,0
5,5,15,7
4,5,1,5
5,4,0,8
5,6,0,4
6,5,1,8
4,4,1,3
4,6,14,9
6,4,2,2
6,6,1,4
