grid_x,grid_y,agent_0,agent_1
2,2,1,9
1,2,4,2
2,1,5,0
2,3,3,1
3,2,2,0
1,1,1,0
1,3,2,2
3,1,4,3
3,3,2,8
5,5,3,3
4,5,3,5
5,4,1,3
5,6,5,5
6,5,2,2
4,4,3,2
4,6,1,1
6,4,7,2
6,6,1,2
