grid_x,grid_y,agent_0,agent_1
2,2,5,0
1,2,2,0
2,1,1,0
2,3,5,1
3,2,3,0
1,1,2,0
1,3,1,0
3,1,5,0
3,3,2,1
5,5,3,10
4,5,6,6
5,4,3,5
5,6,0,8
6,5,0,4
4,4,5,1
4,6,1,2
6,4,3,10
6,6,3,2
