grid_x,grid_y,agent_0,agent_1
2,2,6,1
1,2,2,0
2,1,1,1
2,3,3,1
3,2,2,1
1,1,2,0
1,3,4,0
3,1,6,0
3,3,5,0
5,5,1,8
4,5,6,3
5,4,4,3
5,6,2,6
6,5,2,2
4,4,1,5
4,6,0,2
6,4,1,10
6,6,1,2
