grid_x,grid_y,agent_0,agent_1
0,1,0,0
7,0,0,0
3,1,8,6
1,4,1,2
7,4,0,0
2,0,0,5
7,7,0,0
7,3,0,0
4,0,2,6
2,7,0,0
4,1,3,2
4,3,1,2
4,7,0,0
