agentid,step,ExpectedQvalue,CumulativeReward
0,1,55.923076923076906,6
0,2,61.19230769230772,6
0,3,62.15384615384618,6
0,4,63.03846153846152,6
0,5,62.46153846153847,6
0,6,56.53846153846153,6
0,7,64.07692307692307,6
0,8,59.30769230769231,6
0,9,69.38461538461537,6
0,10,66.6153846153846,6
0,11,70.8461538461538,24
0,12,68.03846153846155,24
0,13,71.84615384615384,24
0,14,86.07692307692305,24
0,15,75.38461538461537,24
0,16,79.4230769230769,24
0,17,72.88461538461537,24
0,18,76.5769230769231,24
0,19,73.53846153846155,30
0,20,85.0,30
0,21,79.30769230769228,36
0,22,65.00000000000003,42
0,23,73.38461538461537,42
0,24,79.34615384615384,42
0,25,73.49999999999999,42
0,26,72.34615384615381,42
0,27,78.80769230769228,60
0,28,74.92307692307689,60
0,29,67.19230769230768,60
0,30,77.96153846153847,60
0,31,75.00000000000004,60
0,32,77.0,78
0,33,78.53846153846149,78
0,34,80.46153846153844,78
0,35,78.23076923076918,84
0,36,78.65384615384612,84
0,37,76.69230769230771,84
0,38,80.07692307692308,90
0,39,91.03846153846155,96
0,40,85.46153846153847,96
0,41,79.84615384615385,96
0,42,78.96153846153845,96
0,43,76.15384615384613,96
0,44,81.15384615384615,132
0,45,84.76923076923076,132
0,46,83.23076923076924,132
0,47,84.61538461538463,132
0,48,82.96153846153844,192
0,49,92.0,198
0,50,81.1923076923077,204
1,1,60.3076923076923,0
1,2,57.11538461538457,0
1,3,56.96153846153844,6
1,4,60.73076923076922,18
1,5,64.61538461538461,18
1,6,60.73076923076923,18
1,7,59.92307692307689,18
1,8,60.9230769230769,18
1,9,66.15384615384613,18
1,10,62.19230769230772,18
1,11,63.53846153846153,18
1,12,73.34615384615384,18
1,13,68.6153846153846,18
1,14,64.92307692307693,18
1,15,66.03846153846152,36
1,16,68.65384615384615,36
1,17,71.84615384615384,36
1,18,71.07692307692305,36
1,19,69.7692307692308,36
1,20,69.23076923076924,36
1,21,70.84615384615383,36
1,22,72.23076923076921,36
1,23,67.88461538461536,36
1,24,63.307692307692314,36
1,25,65.65384615384619,36
1,26,69.30769230769232,36
1,27,67.6923076923077,36
1,28,69.76923076923082,36
1,29,66.96153846153847,36
1,30,71.84615384615381,36
1,31,64.76923076923076,36
1,32,71.11538461538461,36
1,33,71.34615384615388,36
1,34,74.73076923076921,36
1,35,67.88461538461539,36
1,36,70.03846153846152,48
1,37,72.73076923076923,54
1,38,76.07692307692307,54
1,39,77.23076923076923,54
1,40,73.38461538461534,54
1,41,71.50000000000001,54
1,42,80.03846153846158,54
1,43,70.69230769230765,54
1,44,77.46153846153847,54
1,45,75.07692307692308,60
1,46,77.99999999999994,60
1,47,79.96153846153847,60
1,48,78.84615384615385,60
1,49,76.4615384615385,60
1,50,79.26923076923077,60
