agentid,step,ExpectedQvalue,CumulativeReward
0,1,56.538461538461526,0
0,2,56.615384615384635,0
0,3,55.15384615384614,0
0,4,62.07692307692309,0
0,5,60.07692307692306,0
0,6,59.34615384615383,0
0,7,58.1153846153846,0
0,8,55.99999999999999,0
0,9,62.76923076923078,18
0,10,58.38461538461536,18
0,11,56.46153846153846,36
0,12,62.076923076923094,36
0,13,61.65384615384614,60
0,14,91.5,60
0,15,97.84615384615381,60
0,16,61.88461538461536,66
0,17,60.92307692307689,66
0,18,61.500000000000014,66
0,19,62.076923076923066,66
0,20,62.19230769230769,66
0,21,67.15384615384616,90
0,22,69.99999999999999,90
0,23,70.96153846153844,96
0,24,75.5,96
0,25,69.76923076923077,114
0,26,70.65384615384615,114
0,27,67.96153846153848,114
0,28,69.61538461538461,114
0,29,70.49999999999999,126
0,30,76.88461538461539,126
0,31,69.57692307692305,132
0,32,65.7307692307692,132
0,33,67.57692307692307,132
0,34,76.53846153846149,132
0,35,69.80769230769229,144
0,36,71.15384615384612,150
0,37,69.73076923076923,168
0,38,80.73076923076918,174
0,39,72.6923076923077,174
0,40,68.34615384615378,192
0,41,73.84615384615384,192
0,42,72.03846153846156,192
0,43,72.4615384615385,192
0,44,70.96153846153845,318
0,45,70.57692307692307,318
0,46,75.46153846153845,318
0,47,68.49999999999999,318
0,48,69.34615384615385,318
0,49,68.76923076923076,318
0,50,70.4615384615385,336
1,1,60.53846153846152,0
1,2,55.846153846153854,6
1,3,56.230769230769226,6
1,4,59.7692307692308,6
1,5,60.46153846153845,18
1,6,61.96153846153845,18
1,7,59.53846153846156,18
1,8,55.269230769230774,18
1,9,59.461538461538446,78
1,10,65.49999999999999,90
1,11,65.46153846153847,90
1,12,73.96153846153842,96
1,13,67.49999999999997,114
1,14,67.99999999999997,114
1,15,77.57692307692304,114
1,16,76.11538461538463,114
1,17,80.07692307692307,126
1,18,77.4230769230769,144
1,19,88.30769230769229,144
1,20,89.92307692307695,144
1,21,86.26923076923076,144
1,22,92.03846153846148,150
1,23,95.00000000000001,156
1,24,93.92307692307683,156
1,25,105.53846153846153,204
1,26,117.88461538461543,210
1,27,107.92307692307686,234
1,28,112.26923076923082,252
1,29,111.96153846153847,276
1,30,112.26923076923075,276
1,31,123.30769230769228,276
1,32,114.03846153846152,294
1,33,112.23076923076924,300
1,34,114.34615384615385,300
1,35,117.73076923076921,300
1,36,106.73076923076923,348
1,37,116.5,348
1,38,111.6923076923077,354
1,39,129.03846153846158,360
1,40,108.53846153846152,360
1,41,116.15384615384619,360
1,42,107.84615384615385,360
1,43,123.96153846153841,360
1,44,117.69230769230771,378
1,45,122.3076923076923,384
1,46,108.34615384615385,384
1,47,112.30769230769229,384
1,48,106.69230769230766,384
1,49,125.42307692307695,384
1,50,122.19230769230764,390
