grid_x,grid_y,agent_0,agent_1
0,1,0,6
7,0,0,0
3,1,0,1
1,4,0,0
7,4,0,0
2,0,0,4
7,7,2,0
7,3,1,0
4,0,0,0
2,7,1,0
4,1,0,3
4,3,2,0
4,7,1,0
