grid_x,grid_y,agent_0,agent_1
0,1,0,0
7,0,0,5
3,1,5,0
1,4,6,0
7,4,0,12
2,0,2,0
7,7,0,0
7,3,0,9
4,0,6,0
2,7,0,0
4,1,2,0
4,3,2,2
4,7,0,0
