grid_x,grid_y,agent_0,agent_1
0,1,3,0
7,0,0,0
3,1,10,0
1,4,4,0
7,4,0,27
2,0,6,0
7,7,0,0
7,3,0,23
4,0,17,0
2,7,0,0
4,1,3,0
4,3,0,0
4,7,0,0
