grid_x,grid_y,agent_0,agent_1
0,1,2,0
7,0,0,0
3,1,14,0
1,4,2,2
7,4,0,9
2,0,2,0
7,7,0,1
7,3,0,11
4,0,16,0
2,7,0,7
4,1,2,0
4,3,3,1
4,7,0,0
