grid_x,grid_y,agent_0,agent_1
0,1,0,2
7,0,0,0
3,1,11,8
1,4,0,1
7,4,0,0
2,0,2,7
7,7,0,0
7,3,0,4
4,0,4,0
2,7,0,0
4,1,10,4
4,3,7,6
4,7,0,0
