grid_x,grid_y,agent_0,agent_1
0,1,0,0
7,0,0,0
3,1,18,0
1,4,0,0
7,4,0,19
2,0,6,0
7,7,0,3
7,3,0,24
4,0,25,0
2,7,0,0
4,1,1,0
4,3,0,0
4,7,0,0
