grid_x,grid_y,agent_0,agent_1
2,2,2,4
1,2,1,1
2,1,0,3
2,3,2,0
3,2,1,4
1,1,0,3
1,3,0,0
3,1,1,0
3,3,2,3
5,5,6,4
4,5,2,3
5,4,1,2
5,6,4,6
6,5,4,2
4,4,3,1
4,6,1,2
6,4,3,0
6,6,2,5
