grid_x,grid_y,agent_0,agent_1
2,2,0,7
1,2,0,6
2,1,0,0
2,3,0,1
3,2,0,3
1,1,0,5
1,3,0,0
3,1,0,0
3,3,0,4
5,5,3,1
4,5,4,0
5,4,10,3
5,6,5,1
6,5,9,4
4,4,2,1
4,6,3,1
6,4,2,0
6,6,3,2
