grid_x,grid_y,agent_0,agent_1
2,2,0,0
1,2,0,4
2,1,0,4
2,3,0,1
3,2,0,0
1,1,0,5
1,3,0,1
3,1,0,0
3,3,0,0
5,5,1,0
4,5,3,0
5,4,2,0
5,6,1,0
6,5,0,0
4,4,2,0
4,6,1,0
6,4,1,0
6,6,1,0
