grid_x,grid_y,agent_0,agent_1
2,2,7,7
1,2,2,7
2,1,1,11
2,3,3,0
3,2,5,1
1,1,0,3
1,3,0,3
3,1,0,0
3,3,9,2
5,5,3,0
4,5,2,0
5,4,1,0
5,6,1,0
6,5,1,0
4,4,4,1
4,6,1,0
6,4,1,0
6,6,0,0
