grid_x,grid_y,agent_0,agent_1
2,2,12,0
1,2,7,0
2,1,7,1
2,3,0,0
3,2,0,1
1,1,5,7
1,3,1,0
3,1,6,1
3,3,0,0
5,5,0,1
4,5,0,2
5,4,0,1
5,6,0,1
6,5,0,3
4,4,0,1
4,6,0,1
6,4,0,0
6,6,0,1
