grid_x,grid_y,agent_0,agent_1
0,1,3,0
7,0,2,0
3,1,4,5
1,4,0,0
7,4,0,9
2,0,9,1
7,7,0,0
7,3,0,11
4,0,0,1
2,7,0,0
4,1,4,6
4,3,4,2
4,7,0,0
