grid_x,grid_y,agent_0,agent_1
2,2,5,6
1,2,4,0
2,1,1,0
2,3,1,0
3,2,1,2
1,1,6,0
1,3,0,2
3,1,1,0
3,3,7,3
5,5,4,5
4,5,4,6
5,4,1,1
5,6,1,7
6,5,2,4
4,4,5,3
4,6,5,3
6,4,0,2
6,6,0,4
