grid_x,grid_y,agent_0,agent_1
2,2,9,3
1,2,6,3
2,1,5,1
2,3,0,5
3,2,0,2
1,1,3,0
1,3,11,2
3,1,4,1
3,3,4,7
5,5,1,8
4,5,1,4
5,4,2,1
5,6,1,0
6,5,2,1
4,4,0,6
4,6,1,2
6,4,0,2
6,6,0,2
