grid_x,grid_y,agent_0,agent_1
2,2,0,4
1,2,1,1
2,1,1,1
2,3,1,1
3,2,0,1
1,1,0,5
1,3,0,2
3,1,0,1
3,3,2,3
5,5,7,1
4,5,5,0
5,4,3,7
5,6,6,0
6,5,4,5
4,4,2,2
4,6,2,1
6,4,3,3
6,6,6,0
