grid_x,grid_y,agent_0,agent_1
2,2,2,10
1,2,0,4
2,1,1,6
2,3,1,5
3,2,1,4
1,1,2,10
1,3,0,5
3,1,0,3
3,3,3,2
5,5,10,0
4,5,1,0
5,4,4,0
5,6,2,0
6,5,5,0
4,4,6,0
4,6,2,0
6,4,0,0
6,6,5,0
