grid_x,grid_y,agent_0,agent_1
0,1,1,0
7,0,0,0
3,1,9,0
1,4,1,0
7,4,0,18
2,0,6,0
7,7,0,0
7,3,0,26
4,0,7,0
2,7,0,0
4,1,7,0
4,3,8,3
4,7,0,0
