grid_x,grid_y,agent_0,agent_1
2,2,0,14
1,2,0,0
2,1,0,0
2,3,0,2
3,2,0,2
1,1,0,0
1,3,0,2
3,1,0,15
3,3,1,0
5,5,7,2
4,5,8,4
5,4,5,0
5,6,6,4
6,5,4,1
4,4,5,0
4,6,8,1
6,4,3,2
6,6,2,1
