agentid,step,ExpectedQvalue,CumulativeReward
0,1,59.99999999999998,0
0,2,60.96153846153846,6
0,3,62.653846153846175,12
0,4,62.80769230769231,12
0,5,66.03846153846155,30
0,6,63.96153846153843,30
0,7,69.53846153846153,36
0,8,84.88461538461537,48
0,9,79.30769230769232,48
0,10,87.15384615384613,48
0,11,72.50000000000001,78
0,12,75.46153846153848,84
0,13,76.11538461538458,114
0,14,71.4230769230769,120
0,15,82.42307692307689,126
0,16,79.76923076923075,132
0,17,80.30769230769228,156
0,18,75.00000000000001,174
0,19,74.26923076923079,186
0,20,77.61538461538461,186
0,21,82.3846153846154,192
0,22,72.73076923076921,192
0,23,80.03846153846153,192
0,24,74.34615384615388,192
0,25,77.46153846153845,198
0,26,72.4230769230769,210
0,27,73.73076923076923,210
0,28,81.1538461538462,234
0,29,72.34615384615383,246
0,30,77.6153846153846,252
0,31,73.65384615384616,252
0,32,71.84615384615387,270
0,33,78.38461538461537,348
0,34,80.46153846153844,348
0,35,78.11538461538457,372
0,36,77.57692307692307,396
0,37,73.0,402
0,38,69.84615384615385,414
0,39,73.15384615384612,444
0,40,79.96153846153845,480
0,41,75.8846153846154,480
0,42,80.88461538461537,492
0,43,82.53846153846158,492
0,44,71.84615384615385,504
0,45,74.53846153846152,504
0,46,75.49999999999996,510
0,47,73.49999999999994,522
0,48,71.23076923076923,534
0,49,80.49999999999997,534
0,50,77.73076923076925,540
