grid_x,grid_y,agent_0,agent_1
0,1,0,0
7,0,0,0
3,1,22,20
1,4,0,1
7,4,0,0
2,0,7,2
7,7,0,0
7,3,0,0
4,0,7,11
2,7,0,2
4,1,10,7
4,3,1,2
4,7,0,0
