grid_x,grid_y,agent_0,agent_1
2,2,7,0
1,2,5,0
2,1,6,0
2,3,3,0
3,2,7,0
1,1,1,0
1,3,1,0
3,1,3,0
3,3,1,0
5,5,1,5
4,5,0,3
5,4,1,4
5,6,1,12
6,5,2,7
4,4,5,4
4,6,1,4
6,4,4,6
6,6,0,5
