grid_x,grid_y,agent_0,agent_1
2,2,0,4
1,2,0,5
2,1,0,5
2,3,1,8
3,2,1,7
1,1,0,2
1,3,0,2
3,1,0,4
3,3,0,1
5,5,7,1
4,5,5,1
5,4,2,1
5,6,4,1
6,5,5,1
4,4,6,3
4,6,4,1
6,4,7,1
6,6,6,0
