grid_x,grid_y,agent_0,agent_1
2,2,4,3
1,2,4,4
2,1,7,16
2,3,4,4
3,2,2,18
1,1,3,1
1,3,8,0
3,1,4,0
3,3,4,1
5,5,0,0
4,5,1,0
5,4,1,0
5,6,1,0
6,5,1,0
4,4,2,0
4,6,1,0
6,4,1,0
6,6,1,0
