agentid,step,ExpectedQvalue,CumulativeReward
0,1,86.58333333333336,0
0,2,81.94444444444449,6
0,3,77.5,12
0,4,99.69444444444441,18
0,5,100.38888888888887,30
0,6,100.19444444444443,42
0,7,89.97222222222219,72
0,8,101.22222222222223,78
0,9,86.19444444444441,96
0,10,97.30555555555556,108
0,11,101.19444444444443,114
0,12,95.69444444444449,132
0,13,98.63888888888893,144
0,14,108.80555555555557,150
0,15,101.1666666666667,174
0,16,106.41666666666666,186
0,17,113.58333333333337,210
0,18,146.75000000000003,222
0,19,165.86111111111117,222
0,20,112.33333333333331,222
0,21,99.25,228
0,22,110.25000000000001,252
0,23,105.02777777777779,270
0,24,108.19444444444446,288
0,25,105.80555555555557,300
0,26,112.58333333333334,330
0,27,104.44444444444444,360
0,28,96.13888888888889,366
0,29,119.44444444444446,372
0,30,100.86111111111111,384
0,31,158.30555555555557,384
0,32,172.69444444444449,390
0,33,157.77777777777783,390
0,34,163.33333333333346,390
0,35,160.3611111111112,450
0,36,175.47222222222223,474
0,37,179.7222222222222,522
0,38,199.2777777777778,522
0,39,191.1388888888889,528
0,40,176.74999999999997,558
0,41,159.1388888888888,564
0,42,171.52777777777777,582
0,43,163.25000000000003,588
0,44,177.16666666666666,594
0,45,179.30555555555566,594
0,46,170.2777777777779,624
0,47,151.83333333333331,624
0,48,181.9166666666667,648
0,49,159.5277777777778,654
0,50,189.2222222222222,666
