grid_x,grid_y,agent_0,agent_1
2,2,0,1
1,2,0,1
2,1,0,1
2,3,1,1
3,2,0,2
1,1,0,1
1,3,0,0
3,1,0,1
3,3,0,3
5,5,12,3
4,5,2,4
5,4,12,3
5,6,2,7
6,5,5,3
4,4,1,5
4,6,2,1
6,4,3,3
6,6,4,5
