"user_id","round","agent_id","tile_x","tile_y","cnt"
35,1,0,3,1,4
35,1,0,1,4,0
35,1,0,7,4,0
35,1,0,2,0,3
35,1,0,7,7,0
35,1,0,7,3,0
35,1,0,4,0,3
35,1,0,2,7,3
35,1,0,4,1,1
35,1,0,4,3,0
35,1,0,4,7,1
4,2,0,0,1,2
4,2,0,7,0,3
4,2,0,3,1,7
4,2,0,1,4,4
4,2,0,7,4,3
4,2,0,2,0,3
4,2,0,7,7,4
4,2,0,7,3,3
4,2,0,4,0,6
4,2,0,2,7,5
4,2,0,4,1,4
4,2,0,4,3,5
4,2,0,4,7,4
20,5,0,2,2,0
20,5,0,1,2,3
20,5,0,2,1,0
20,5,0,2,3,2
20,5,0,3,2,0
20,5,0,1,1,1
20,5,0,1,3,4
20,5,0,3,1,0
20,5,0,3,3,0
20,5,0,5,5,0
20,5,0,4,5,0
20,5,0,5,4,0
20,5,0,5,6,0
20,5,0,6,5,0
20,5,0,4,4,0
20,5,0,4,6,0
20,5,0,6,4,0
20,5,0,6,6,0
5,2,0,0,1,3
5,2,0,7,0,3
5,2,0,3,1,4
5,2,0,1,4,4
5,2,0,7,4,2
5,2,0,2,0,2
5,2,0,7,7,1
5,2,0,7,3,2
5,2,0,4,0,3
5,2,0,2,7,2
5,2,0,4,1,4
5,2,0,4,3,4
5,2,0,4,7,3
32,2,0,0,1,0
32,2,0,7,0,0
32,2,0,3,1,0
32,2,0,1,4,0
