"user_id","round","agent_id","tile_x","tile_y","cnt"
47,4,0,2,2,2
47,4,0,1,2,2
47,4,0,2,1,3
47,4,0,2,3,3
47,4,0,3,2,3
47,4,0,1,1,0
47,4,0,1,3,1
47,4,0,3,1,1
47,4,0,3,3,3
47,4,0,5,5,6
47,4,0,4,5,2
47,4,0,5,4,3
47,4,0,5,6,5
47,4,0,6,5,4
47,4,0,4,4,2
47,4,0,4,6,4
47,4,0,6,4,4
47,4,0,6,6,4
52,4,0,2,2,3
52,4,0,1,2,2
52,4,0,2,1,5
52,4,0,2,3,4
52,4,0,3,2,4
52,4,0,1,1,2
52,4,0,1,3,1
52,4,0,3,1,1
52,4,0,3,3,5
52,4,0,5,5,2
52,4,0,4,5,5
52,4,0,5,4,3
52,4,0,5,6,2
52,4,0,6,5,0
52,4,0,4,4,1
52,4,0,4,6,2
52,4,0,6,4,2
52,4,0,6,6,1
41,2,0,0,1,1
41,2,0,7,0,0
41,2,0,3,1,7
41,2,0,1,4,0
41,2,0,7,4,0
41,2,0,2,0,3
41,2,0,7,7,0
41,2,0,7,3,0
41,2,0,4,0,5
41,2,0,2,7,0
41,2,0,4,1,2
41,2,0,4,3,0
41,2,0,4,7,0
56,2,0,0,1,2
56,2,0,7,0,3
56,2,0,3,1,7
56,2,0,1,4,0
56,2,0,7,4,3
56,2,0,2,0,6
56,2,0,7,7,0
56,2,0,7,3,1
56,2,0,4,0,6
56,2,0,2,7,0
56,2,0,4,1,5
56,2,0,4,3,14
56,2,0,4,7,0
49,5,0,2,2,1
49,5,0,1,2,2
49,5,0,2,1,3
49,5,0,2,3,3
49,5,0,3,2,4
49,5,0,1,1,0
49,5,0,1,3,3
49,5,0,3,1,2
49,5,0,3,3,4
49,5,0,5,5,3
49,5,0,4,5,2
49,5,0,5,4,4
49,5,0,5,6,2
49,5,0,6,5,2
49,5,0,4,4,6
49,5,0,4,6,1
49,5,0,6,4,1
49,5,0,6,6,1
39,4,0,2,2,6
39,4,0,1,2,3
39,4,0,2,1,0
39,4,0,2,3,2
39,4,0,3,2,1
39,4,0,1,1,2
39,4,0,1,3,7
39,4,0,3,1,0
39,4,0,3,3,1
39,4,0,5,5,0
39,4,0,4,5,0
39,4,0,5,4,3
39,4,0,5,6,0
39,4,0,6,5,1
39,4,0,4,4,0
39,4,0,4,6,0
39,4,0,6,4,0
39,4,0,6,6,1
12,9,0,2,2,3
12,9,0,1,2,1
12,9,0,2,1,3
12,9,0,2,3,3
12,9,0,3,2,4
12,9,0,1,1,2
12,9,0,1,3,2
12,9,0,3,1,2
12,9,0,3,3,3
12,9,0,5,5,2
12,9,0,4,5,2
12,9,0,5,4,2
12,9,0,5,6,1
12,9,0,6,5,2
12,9,0,4,4,3
12,9,0,4,6,3
12,9,0,6,4,2
12,9,0,6,6,1
12,9,1,2,2,2
12,9,1,1,2,3
12,9,1,2,1,2
12,9,1,2,3,0
12,9,1,3,2,4
12,9,1,1,1,0
12,9,1,1,3,1
12,9,1,3,1,1
12,9,1,3,3,1
12,9,1,5,5,2
12,9,1,4,5,2
12,9,1,5,4,3
12,9,1,5,6,2
12,9,1,6,5,2
12,9,1,4,4,2
12,9,1,4,6,2
12,9,1,6,4,3
12,9,1,6,6,3
55,3,0,0,1,3
55,3,0,7,0,0
55,3,0,3,1,0
55,3,0,1,4,1
55,3,0,7,4,0
55,3,0,2,0,0
55,3,0,7,7,0
55,3,0,7,3,1
55,3,0,4,0,1
55,3,0,2,7,1
55,3,0,4,1,1
55,3,0,4,3,1
55,3,0,4,7,1
17,1,0,0,1,3
17,1,0,7,0,5
17,1,0,3,1,4
17,1,0,1,4,5
17,1,0,7,4,5
17,1,0,2,0,4
17,1,0,7,7,3
17,1,0,7,3,3
17,1,0,4,0,2
17,1,0,2,7,2
17,1,0,4,1,6
17,1,0,4,3,4
17,1,0,4,7,2
33,6,0,0,1,0
33,6,0,7,0,1
33,6,0,3,1,0
33,6,0,1,4,0
33,6,0,7,4,1
33,6,0,2,0,0
33,6,0,7,7,2
33,6,0,7,3,0
33,6,0,4,0,0
33,6,0,2,7,0
33,6,0,4,1,0
33,6,0,4,3,3
33,6,0,4,7,0
33,6,1,0,1,0
33,6,1,7,0,3
33,6,1,3,1,0
33,6,1,1,4,0
33,6,1,7,4,0
33,6,1,2,0,0
33,6,1,7,7,0
33,6,1,7,3,0
33,6,1,4,0,1
33,6,1,2,7,0
33,6,1,4,1,0
33,6,1,4,3,4
33,6,1,4,7,0
19,9,0,2,2,0
19,9,0,1,2,2
19,9,0,2,1,0
19,9,0,2,3,3
19,9,0,3,2,0
19,9,0,1,1,0
19,9,0,1,3,2
19,9,0,3,1,0
19,9,0,3,3,1
19,9,0,5,5,4
19,9,0,4,5,2
19,9,0,5,4,2
19,9,0,5,6,6
19,9,0,6,5,1
19,9,0,4,4,0
19,9,0,4,6,2
19,9,0,6,4,0
19,9,0,6,6,6
19,9,1,2,2,3
19,9,1,1,2,10
19,9,1,2,1,2
19,9,1,2,3,1
19,9,1,3,2,1
19,9,1,1,1,10
19,9,1,1,3,1
19,9,1,3,1,3
19,9,1,3,3,2
19,9,1,5,5,0
19,9,1,4,5,0
19,9,1,5,4,0
19,9,1,5,6,0
19,9,1,6,5,0
19,9,1,4,4,0
19,9,1,4,6,0
19,9,1,6,4,0
19,9,1,6,6,0
8,7,0,0,1,0
8,7,0,7,0,0
8,7,0,3,1,0
8,7,0,1,4,0
8,7,0,7,4,1
8,7,0,2,0,0
8,7,0,7,7,3
8,7,0,7,3,2
8,7,0,4,0,0
8,7,0,2,7,3
8,7,0,4,1,0
8,7,0,4,3,1
8,7,0,4,7,1
8,7,1,0,1,3
8,7,1,7,0,4
8,7,1,3,1,2
8,7,1,1,4,2
8,7,1,7,4,0
8,7,1,2,0,3
8,7,1,7,7,0
8,7,1,7,3,0
8,7,1,4,0,1
8,7,1,2,7,0
8,7,1,4,1,2
8,7,1,4,3,0
8,7,1,4,7,0
0,3,0,0,1,2
0,3,0,7,0,2
0,3,0,3,1,3
0,3,0,1,4,2
0,3,0,7,4,2
0,3,0,2,0,1
0,3,0,7,7,2
0,3,0,7,3,3
0,3,0,4,0,3
0,3,0,2,7,2
0,3,0,4,1,2
0,3,0,4,3,2
0,3,0,4,7,3
51,4,0,2,2,0
51,4,0,1,2,0
51,4,0,2,1,0
51,4,0,2,3,0
51,4,0,3,2,0
51,4,0,1,1,0
51,4,0,1,3,1
51,4,0,3,1,0
51,4,0,3,3,0
51,4,0,5,5,1
51,4,0,4,5,0
51,4,0,5,4,1
51,4,0,5,6,4
51,4,0,6,5,2
51,4,0,4,4,0
51,4,0,4,6,3
51,4,0,6,4,1
51,4,0,6,6,5
5,7,0,0,1,4
5,7,0,7,0,3
5,7,0,3,1,3
5,7,0,1,4,4
5,7,0,7,4,0
5,7,0,2,0,3
5,7,0,7,7,0
5,7,0,7,3,2
5,7,0,4,0,4
5,7,0,2,7,0
5,7,0,4,1,4
5,7,0,4,3,3
5,7,0,4,7,0
5,7,1,0,1,1
5,7,1,7,0,1
5,7,1,3,1,2
5,7,1,1,4,1
5,7,1,7,4,2
5,7,1,2,0,0
5,7,1,7,7,2
5,7,1,7,3,0
5,7,1,4,0,2
5,7,1,2,7,3
5,7,1,4,1,1
5,7,1,4,3,0
5,7,1,4,7,4
40,6,0,0,1,2
40,6,0,7,0,2
40,6,0,3,1,1
40,6,0,1,4,1
40,6,0,7,4,2
40,6,0,2,0,1
40,6,0,7,7,3
40,6,0,7,3,3
40,6,0,4,0,2
40,6,0,2,7,3
40,6,0,4,1,1
40,6,0,4,3,1
40,6,0,4,7,1
40,6,1,0,1,2
40,6,1,7,0,1
40,6,1,3,1,4
40,6,1,1,4,2
40,6,1,7,4,3
40,6,1,2,0,2
40,6,1,7,7,1
40,6,1,7,3,2
40,6,1,4,0,4
40,6,1,2,7,0
40,6,1,4,1,3
40,6,1,4,3,3
40,6,1,4,7,2
4,7,0,0,1,0
4,7,0,7,0,6
4,7,0,3,1,2
4,7,0,1,4,0
4,7,0,7,4,1
4,7,0,2,0,0
4,7,0,7,7,0
4,7,0,7,3,1
4,7,0,4,0,0
4,7,0,2,7,0
4,7,0,4,1,0
4,7,0,4,3,0
4,7,0,4,7,0
4,7,1,0,1,0
4,7,1,7,0,0
4,7,1,3,1,2
4,7,1,1,4,7
4,7,1,7,4,0
4,7,1,2,0,0
4,7,1,7,7,0
4,7,1,7,3,0
4,7,1,4,0,2
4,7,1,2,7,2
4,7,1,4,1,0
4,7,1,4,3,0
4,7,1,4,7,0
38,3,0,0,1,0
38,3,0,7,0,2
38,3,0,3,1,3
38,3,0,1,4,1
38,3,0,7,4,3
38,3,0,2,0,1
38,3,0,7,7,2
38,3,0,7,3,1
38,3,0,4,0,3
38,3,0,2,7,1
38,3,0,4,1,1
38,3,0,4,3,2
38,3,0,4,7,1
25,8,0,2,2,2
25,8,0,1,2,1
25,8,0,2,1,0
25,8,0,2,3,1
25,8,0,3,2,0
25,8,0,1,1,1
25,8,0,1,3,0
25,8,0,3,1,0
25,8,0,3,3,2
25,8,0,5,5,4
25,8,0,4,5,2
25,8,0,5,4,0
25,8,0,5,6,1
25,8,0,6,5,2
25,8,0,4,4,2
25,8,0,4,6,1
25,8,0,6,4,4
25,8,0,6,6,0
25,8,1,2,2,2
25,8,1,1,2,2
25,8,1,2,1,0
25,8,1,2,3,5
25,8,1,3,2,2
25,8,1,1,1,0
25,8,1,1,3,0
25,8,1,3,1,1
25,8,1,3,3,2
25,8,1,5,5,0
25,8,1,4,5,3
25,8,1,5,4,2
25,8,1,5,6,0
25,8,1,6,5,0
25,8,1,4,4,0
25,8,1,4,6,0
25,8,1,6,4,0
25,8,1,6,6,0
34,5,0,2,2,5
34,5,0,1,2,2
34,5,0,2,1,1
34,5,0,2,3,0
34,5,0,3,2,2
34,5,0,1,1,2
34,5,0,1,3,4
34,5,0,3,1,3
34,5,0,3,3,3
34,5,0,5,5,3
34,5,0,4,5,1
34,5,0,5,4,1
34,5,0,5,6,1
34,5,0,6,5,1
34,5,0,4,4,3
34,5,0,4,6,1
34,5,0,6,4,1
34,5,0,6,6,1
30,7,0,0,1,1
30,7,0,7,0,1
30,7,0,3,1,5
30,7,0,1,4,0
30,7,0,7,4,0
30,7,0,2,0,4
30,7,0,7,7,0
30,7,0,7,3,0
30,7,0,4,0,1
30,7,0,2,7,0
30,7,0,4,1,3
30,7,0,4,3,0
30,7,0,4,7,0
30,7,1,0,1,0
30,7,1,7,0,2
30,7,1,3,1,0
30,7,1,1,4,0
30,7,1,7,4,1
30,7,1,2,0,0
30,7,1,7,7,2
30,7,1,7,3,0
30,7,1,4,0,2
30,7,1,2,7,0
30,7,1,4,1,3
30,7,1,4,3,0
30,7,1,4,7,0
21,7,0,0,1,2
21,7,0,7,0,1
21,7,0,3,1,0
21,7,0,1,4,2
21,7,0,7,4,2
21,7,0,2,0,0
21,7,0,7,7,1
21,7,0,7,3,0
21,7,0,4,0,0
21,7,0,2,7,1
21,7,0,4,1,0
21,7,0,4,3,0
21,7,0,4,7,0
21,7,1,0,1,0
21,7,1,7,0,1
21,7,1,3,1,2
21,7,1,1,4,0
21,7,1,7,4,5
21,7,1,2,0,0
21,7,1,7,7,0
21,7,1,7,3,1
21,7,1,4,0,6
21,7,1,2,7,0
21,7,1,4,1,2
21,7,1,4,3,0
21,7,1,4,7,1
27,5,0,2,2,5
27,5,0,1,2,3
27,5,0,2,1,3
27,5,0,2,3,3
27,5,0,3,2,5
27,5,0,1,1,2
27,5,0,1,3,2
27,5,0,3,1,4
27,5,0,3,3,3
27,5,0,5,5,4
27,5,0,4,5,3
27,5,0,5,4,3
27,5,0,5,6,2
27,5,0,6,5,3
27,5,0,4,4,3
27,5,0,4,6,2
27,5,0,6,4,4
27,5,0,6,6,3
52,5,0,2,2,3
52,5,0,1,2,2
52,5,0,2,1,3
52,5,0,2,3,2
52,5,0,3,2,3
52,5,0,1,1,4
52,5,0,1,3,4
52,5,0,3,1,3
52,5,0,3,3,4
52,5,0,5,5,3
52,5,0,4,5,1
52,5,0,5,4,3
52,5,0,5,6,5
52,5,0,6,5,4
52,5,0,4,4,5
52,5,0,4,6,1
52,5,0,6,4,3
52,5,0,6,6,3
47,5,0,2,2,1
47,5,0,1,2,0
47,5,0,2,1,1
47,5,0,2,3,2
47,5,0,3,2,0
47,5,0,1,1,4
47,5,0,1,3,0
47,5,0,3,1,2
47,5,0,3,3,2
47,5,0,5,5,2
47,5,0,4,5,1
47,5,0,5,4,1
47,5,0,5,6,2
47,5,0,6,5,1
47,5,0,4,4,1
47,5,0,4,6,0
47,5,0,6,4,0
47,5,0,6,6,0
39,5,0,2,2,0
39,5,0,1,2,0
39,5,0,2,1,0
39,5,0,2,3,1
39,5,0,3,2,1
39,5,0,1,1,0
39,5,0,1,3,0
39,5,0,3,1,0
39,5,0,3,3,0
39,5,0,5,5,6
39,5,0,4,5,0
39,5,0,5,4,3
39,5,0,5,6,4
39,5,0,6,5,6
39,5,0,4,4,0
39,5,0,4,6,5
39,5,0,6,4,0
39,5,0,6,6,5
49,6,0,0,1,3
49,6,0,7,0,0
49,6,0,3,1,1
49,6,0,1,4,2
49,6,0,7,4,0
49,6,0,2,0,1
49,6,0,7,7,0
49,6,0,7,3,0
49,6,0,4,0,0
49,6,0,2,7,0
49,6,0,4,1,1
49,6,0,4,3,4
49,6,0,4,7,0
49,6,1,0,1,0
49,6,1,7,0,1
49,6,1,3,1,1
49,6,1,1,4,0
49,6,1,7,4,3
49,6,1,2,0,0
49,6,1,7,7,0
49,6,1,7,3,2
49,6,1,4,0,0
49,6,1,2,7,3
49,6,1,4,1,1
49,6,1,4,3,0
49,6,1,4,7,1
33,7,0,0,1,2
33,7,0,7,0,0
33,7,0,3,1,0
33,7,0,1,4,0
33,7,0,7,4,0
33,7,0,2,0,2
33,7,0,7,7,0
33,7,0,7,3,0
33,7,0,4,0,2
33,7,0,2,7,0
33,7,0,4,1,3
33,7,0,4,3,1
33,7,0,4,7,0
33,7,1,0,1,0
33,7,1,7,0,0
33,7,1,3,1,3
33,7,1,1,4,0
33,7,1,7,4,0
33,7,1,2,0,2
33,7,1,7,7,0
33,7,1,7,3,0
33,7,1,4,0,0
33,7,1,2,7,0
33,7,1,4,1,0
33,7,1,4,3,4
33,7,1,4,7,0
32,8,0,2,2,0
32,8,0,1,2,0
32,8,0,2,1,0
32,8,0,2,3,0
32,8,0,3,2,0
32,8,0,1,1,0
32,8,0,1,3,0
32,8,0,3,1,0
32,8,0,3,3,0
32,8,0,5,5,4
32,8,0,4,5,0
32,8,0,5,4,0
32,8,0,5,6,5
32,8,0,6,5,0
32,8,0,4,4,0
32,8,0,4,6,6
32,8,0,6,4,0
32,8,0,6,6,6
32,8,1,2,2,0
32,8,1,1,2,0
32,8,1,2,1,1
32,8,1,2,3,2
32,8,1,3,2,1
32,8,1,1,1,1
32,8,1,1,3,6
32,8,1,3,1,0
32,8,1,3,3,0
32,8,1,5,5,0
32,8,1,4,5,2
32,8,1,5,4,0
32,8,1,5,6,0
32,8,1,6,5,0
32,8,1,4,4,0
32,8,1,4,6,1
32,8,1,6,4,0
32,8,1,6,6,0
57,1,0,0,1,0
57,1,0,7,0,1
57,1,0,3,1,0
57,1,0,1,4,0
57,1,0,7,4,2
57,1,0,2,0,0
57,1,0,7,7,0
57,1,0,7,3,3
57,1,0,4,0,0
57,1,0,2,7,0
57,1,0,4,1,0
57,1,0,4,3,2
57,1,0,4,7,0
60,1,0,0,1,0
60,1,0,7,0,0
60,1,0,3,1,0
60,1,0,1,4,0
60,1,0,7,4,1
60,1,0,2,0,0
60,1,0,7,7,0
60,1,0,7,3,0
60,1,0,4,0,0
60,1,0,2,7,0
60,1,0,4,1,1
60,1,0,4,3,1
60,1,0,4,7,0
17,2,0,0,1,7
17,2,0,7,0,3
17,2,0,3,1,4
17,2,0,1,4,2
17,2,0,7,4,3
17,2,0,2,0,3
17,2,0,7,7,3
17,2,0,7,3,5
17,2,0,4,0,4
17,2,0,2,7,3
17,2,0,4,1,3
17,2,0,4,3,4
17,2,0,4,7,3
15,2,0,0,1,0
15,2,0,7,0,0
15,2,0,3,1,0
15,2,0,1,4,1
15,2,0,7,4,0
15,2,0,2,0,0
15,2,0,7,7,0
15,2,0,7,3,0
15,2,0,4,0,1
15,2,0,2,7,0
15,2,0,4,1,4
15,2,0,4,3,0
15,2,0,4,7,0
0,4,0,2,2,2
0,4,0,1,2,1
0,4,0,2,1,1
0,4,0,2,3,1
0,4,0,3,2,3
0,4,0,1,1,3
0,4,0,1,3,1
0,4,0,3,1,3
0,4,0,3,3,3
0,4,0,5,5,2
0,4,0,4,5,1
0,4,0,5,4,0
0,4,0,5,6,2
0,4,0,6,5,3
0,4,0,4,4,2
0,4,0,4,6,1
0,4,0,6,4,0
0,4,0,6,6,1
40,7,0,0,1,3
40,7,0,7,0,2
40,7,0,3,1,2
40,7,0,1,4,1
40,7,0,7,4,3
40,7,0,2,0,2
40,7,0,7,7,1
40,7,0,7,3,3
40,7,0,4,0,0
40,7,0,2,7,2
40,7,0,4,1,1
40,7,0,4,3,0
40,7,0,4,7,3
40,7,1,0,1,3
40,7,1,7,0,1
40,7,1,3,1,3
40,7,1,1,4,2
40,7,1,7,4,2
40,7,1,2,0,6
40,7,1,7,7,1
40,7,1,7,3,2
40,7,1,4,0,4
40,7,1,2,7,1
40,7,1,4,1,4
40,7,1,4,3,2
40,7,1,4,7,2
61,1,0,0,1,2
61,1,0,7,0,0
61,1,0,3,1,0
61,1,0,1,4,0
61,1,0,7,4,1
61,1,0,2,0,0
61,1,0,7,7,0
61,1,0,7,3,1
61,1,0,4,0,0
61,1,0,2,7,0
61,1,0,4,1,2
61,1,0,4,3,1
61,1,0,4,7,0
35,3,0,0,1,0
35,3,0,7,0,2
35,3,0,3,1,0
35,3,0,1,4,0
35,3,0,7,4,1
35,3,0,2,0,0
35,3,0,7,7,0
35,3,0,7,3,0
35,3,0,4,0,0
35,3,0,2,7,0
35,3,0,4,1,0
35,3,0,4,3,0
35,3,0,4,7,0
55,4,0,2,2,0
55,4,0,1,2,0
55,4,0,2,1,0
55,4,0,2,3,0
55,4,0,3,2,0
55,4,0,1,1,0
55,4,0,1,3,0
55,4,0,3,1,0
55,4,0,3,3,0
55,4,0,5,5,0
55,4,0,4,5,0
55,4,0,5,4,2
55,4,0,5,6,0
55,4,0,6,5,0
55,4,0,4,4,0
55,4,0,4,6,0
55,4,0,6,4,5
55,4,0,6,6,0
8,8,0,2,2,1
8,8,0,1,2,12
8,8,0,2,1,0
8,8,0,2,3,2
8,8,0,3,2,0
8,8,0,1,1,2
8,8,0,1,3,0
8,8,0,3,1,0
8,8,0,3,3,0
8,8,0,5,5,0
8,8,0,4,5,0
8,8,0,5,4,0
8,8,0,5,6,0
8,8,0,6,5,0
8,8,0,4,4,0
8,8,0,4,6,0
8,8,0,6,4,0
8,8,0,6,6,0
8,8,1,2,2,10
8,8,1,1,2,4
8,8,1,2,1,7
8,8,1,2,3,0
8,8,1,3,2,0
8,8,1,1,1,10
8,8,1,1,3,3
8,8,1,3,1,0
8,8,1,3,3,0
8,8,1,5,5,0
8,8,1,4,5,0
8,8,1,5,4,0
8,8,1,5,6,0
8,8,1,6,5,0
8,8,1,4,4,0
8,8,1,4,6,0
8,8,1,6,4,0
8,8,1,6,6,0
62,1,0,0,1,0
62,1,0,7,0,0
62,1,0,3,1,0
62,1,0,1,4,0
62,1,0,7,4,0
62,1,0,2,0,1
62,1,0,7,7,0
62,1,0,7,3,0
62,1,0,4,0,1
62,1,0,2,7,0
62,1,0,4,1,2
62,1,0,4,3,0
62,1,0,4,7,0
38,4,0,2,2,3
38,4,0,1,2,1
38,4,0,2,1,4
38,4,0,2,3,3
38,4,0,3,2,2
38,4,0,1,1,3
38,4,0,1,3,0
38,4,0,3,1,0
38,4,0,3,3,3
38,4,0,5,5,5
38,4,0,4,5,2
38,4,0,5,4,2
38,4,0,5,6,2
38,4,0,6,5,3
38,4,0,4,4,3
38,4,0,4,6,0
38,4,0,6,4,1
38,4,0,6,6,2
25,9,0,2,2,0
25,9,0,1,2,0
25,9,0,2,1,0
25,9,0,2,3,1
25,9,0,3,2,1
25,9,0,1,1,0
25,9,0,1,3,0
25,9,0,3,1,1
25,9,0,3,3,6
25,9,0,5,5,1
25,9,0,4,5,2
25,9,0,5,4,2
25,9,0,5,6,1
25,9,0,6,5,0
25,9,0,4,4,1
25,9,0,4,6,1
25,9,0,6,4,1
25,9,0,6,6,0
25,9,1,2,2,0
25,9,1,1,2,0
25,9,1,2,1,0
25,9,1,2,3,0
25,9,1,3,2,1
25,9,1,1,1,0
25,9,1,1,3,0
25,9,1,3,1,3
25,9,1,3,3,0
25,9,1,5,5,0
25,9,1,4,5,0
25,9,1,5,4,0
25,9,1,5,6,0
25,9,1,6,5,0
25,9,1,4,4,0
25,9,1,4,6,0
25,9,1,6,4,1
25,9,1,6,6,0
4,8,0,2,2,0
4,8,0,1,2,0
4,8,0,2,1,0
4,8,0,2,3,0
4,8,0,3,2,0
4,8,0,1,1,0
4,8,0,1,3,0
4,8,0,3,1,0
4,8,0,3,3,5
4,8,0,5,5,2
4,8,0,4,5,2
4,8,0,5,4,6
4,8,0,5,6,0
4,8,0,6,5,3
4,8,0,4,4,2
4,8,0,4,6,0
4,8,0,6,4,2
4,8,0,6,6,0
4,8,1,2,2,0
4,8,1,1,2,0
4,8,1,2,1,0
4,8,1,2,3,1
4,8,1,3,2,0
4,8,1,1,1,0
4,8,1,1,3,0
4,8,1,3,1,0
4,8,1,3,3,0
4,8,1,5,5,1
4,8,1,4,5,6
4,8,1,5,4,0
4,8,1,5,6,0
4,8,1,6,5,0
4,8,1,4,4,1
4,8,1,4,6,2
4,8,1,6,4,0
4,8,1,6,6,0
30,8,0,2,2,1
30,8,0,1,2,1
30,8,0,2,1,3
30,8,0,2,3,3
30,8,0,3,2,3
30,8,0,1,1,0
30,8,0,1,3,2
30,8,0,3,1,0
30,8,0,3,3,2
30,8,0,5,5,4
30,8,0,4,5,0
30,8,0,5,4,1
30,8,0,5,6,0
30,8,0,6,5,0
30,8,0,4,4,2
30,8,0,4,6,1
30,8,0,6,4,6
30,8,0,6,6,2
30,8,1,2,2,0
30,8,1,1,2,1
30,8,1,2,1,0
30,8,1,2,3,1
30,8,1,3,2,0
30,8,1,1,1,1
30,8,1,1,3,1
30,8,1,3,1,0
30,8,1,3,3,0
30,8,1,5,5,4
30,8,1,4,5,5
30,8,1,5,4,4
30,8,1,5,6,4
30,8,1,6,5,7
30,8,1,4,4,0
30,8,1,4,6,4
30,8,1,6,4,3
30,8,1,6,6,6
63,1,0,0,1,0
63,1,0,7,0,0
63,1,0,3,1,0
63,1,0,1,4,4
63,1,0,7,4,0
63,1,0,2,0,0
63,1,0,7,7,0
63,1,0,7,3,0
63,1,0,4,0,0
63,1,0,2,7,0
63,1,0,4,1,0
63,1,0,4,3,0
63,1,0,4,7,0
49,7,0,0,1,2
49,7,0,7,0,2
49,7,0,3,1,2
49,7,0,1,4,1
49,7,0,7,4,0
49,7,0,2,0,3
49,7,0,7,7,0
49,7,0,7,3,2
49,7,0,4,0,4
49,7,0,2,7,1
49,7,0,4,1,5
49,7,0,4,3,1
49,7,0,4,7,2
49,7,1,0,1,0
49,7,1,7,0,4
49,7,1,3,1,0
49,7,1,1,4,1
49,7,1,7,4,4
49,7,1,2,0,0
49,7,1,7,7,1
49,7,1,7,3,5
49,7,1,4,0,0
49,7,1,2,7,1
49,7,1,4,1,0
49,7,1,4,3,2
49,7,1,4,7,0
52,6,0,0,1,2
52,6,0,7,0,2
52,6,0,3,1,3
52,6,0,1,4,3
52,6,0,7,4,3
52,6,0,2,0,1
52,6,0,7,7,2
52,6,0,7,3,1
52,6,0,4,0,0
52,6,0,2,7,0
52,6,0,4,1,1
52,6,0,4,3,1
52,6,0,4,7,2
52,6,1,0,1,2
52,6,1,7,0,2
52,6,1,3,1,3
52,6,1,1,4,1
52,6,1,7,4,4
52,6,1,2,0,1
52,6,1,7,7,2
52,6,1,7,3,3
52,6,1,4,0,4
52,6,1,2,7,2
52,6,1,4,1,3
52,6,1,4,3,5
52,6,1,4,7,0
47,6,0,0,1,0
47,6,0,7,0,0
47,6,0,3,1,0
47,6,0,1,4,0
47,6,0,7,4,1
47,6,0,2,0,0
47,6,0,7,7,3
47,6,0,7,3,0
47,6,0,4,0,0
47,6,0,2,7,2
47,6,0,4,1,0
47,6,0,4,3,0
47,6,0,4,7,0
47,6,1,0,1,3
47,6,1,7,0,1
47,6,1,3,1,3
47,6,1,1,4,0
47,6,1,7,4,0
47,6,1,2,0,6
47,6,1,7,7,0
47,6,1,7,3,0
47,6,1,4,0,0
47,6,1,2,7,0
47,6,1,4,1,4
47,6,1,4,3,0
47,6,1,4,7,0
32,9,0,2,2,0
32,9,0,1,2,0
32,9,0,2,1,4
32,9,0,2,3,0
32,9,0,3,2,2
32,9,0,1,1,0
32,9,0,1,3,0
32,9,0,3,1,2
32,9,0,3,3,0
32,9,0,5,5,0
32,9,0,4,5,0
32,9,0,5,4,0
32,9,0,5,6,0
32,9,0,6,5,0
32,9,0,4,4,0
32,9,0,4,6,0
32,9,0,6,4,0
32,9,0,6,6,0
32,9,1,2,2,0
32,9,1,1,2,6
32,9,1,2,1,0
32,9,1,2,3,1
32,9,1,3,2,0
32,9,1,1,1,0
32,9,1,1,3,7
32,9,1,3,1,0
32,9,1,3,3,2
32,9,1,5,5,0
32,9,1,4,5,1
32,9,1,5,4,0
32,9,1,5,6,0
32,9,1,6,5,0
32,9,1,4,4,1
32,9,1,4,6,0
32,9,1,6,4,0
32,9,1,6,6,0
34,6,0,0,1,0
34,6,0,7,0,0
34,6,0,3,1,0
34,6,0,1,4,1
34,6,0,7,4,1
34,6,0,2,0,0
34,6,0,7,7,4
34,6,0,7,3,1
34,6,0,4,0,0
34,6,0,2,7,2
34,6,0,4,1,0
34,6,0,4,3,2
34,6,0,4,7,2
34,6,1,0,1,3
34,6,1,7,0,1
34,6,1,3,1,3
34,6,1,1,4,0
34,6,1,7,4,0
34,6,1,2,0,4
34,6,1,7,7,0
34,6,1,7,3,1
34,6,1,4,0,3
34,6,1,2,7,0
34,6,1,4,1,2
34,6,1,4,3,0
34,6,1,4,7,0
27,6,0,0,1,2
27,6,0,7,0,1
27,6,0,3,1,1
27,6,0,1,4,5
27,6,0,7,4,2
27,6,0,2,0,2
27,6,0,7,7,1
27,6,0,7,3,2
27,6,0,4,0,0
27,6,0,2,7,0
27,6,0,4,1,2
27,6,0,4,3,4
27,6,0,4,7,0
27,6,1,0,1,1
27,6,1,7,0,1
27,6,1,3,1,1
27,6,1,1,4,1
27,6,1,7,4,0
27,6,1,2,0,1
27,6,1,7,7,1
27,6,1,7,3,1
27,6,1,4,0,1
27,6,1,2,7,1
27,6,1,4,1,2
27,6,1,4,3,2
27,6,1,4,7,1
17,3,0,0,1,5
17,3,0,7,0,6
17,3,0,3,1,6
17,3,0,1,4,6
17,3,0,7,4,5
17,3,0,2,0,3
17,3,0,7,7,3
17,3,0,7,3,3
17,3,0,4,0,7
17,3,0,2,7,7
17,3,0,4,1,3
17,3,0,4,3,6
17,3,0,4,7,3
60,2,0,0,1,1
60,2,0,7,0,1
60,2,0,3,1,0
60,2,0,1,4,1
60,2,0,7,4,1
60,2,0,2,0,1
60,2,0,7,7,0
60,2,0,7,3,0
60,2,0,4,0,1
60,2,0,2,7,0
60,2,0,4,1,2
60,2,0,4,3,1
60,2,0,4,7,0
15,3,0,0,1,1
15,3,0,7,0,0
15,3,0,3,1,1
15,3,0,1,4,0
15,3,0,7,4,1
15,3,0,2,0,1
15,3,0,7,7,1
15,3,0,7,3,0
