grid_x,grid_y,agent_0,agent_1
0,1,1,0
7,0,0,1
3,1,1,3
1,4,9,0
7,4,0,15
2,0,3,3
7,7,6,0
7,3,0,14
4,0,2,1
2,7,3,0
4,1,2,4
4,3,1,4
4,7,1,0
