grid_x,grid_y,agent_0,agent_1
2,2,0,2
1,2,1,2
2,1,0,1
2,3,1,3
3,2,1,3
1,1,1,3
1,3,1,1
3,1,0,0
3,3,0,3
5,5,14,12
4,5,2,2
5,4,3,0
5,6,2,0
6,5,3,1
4,4,1,3
4,6,1,3
6,4,14,2
6,6,4,9
