grid_x,grid_y,agent_0,agent_1
0,1,0,3
7,0,0,0
3,1,0,15
1,4,1,2
7,4,16,0
2,0,0,4
7,7,0,0
7,3,14,0
4,0,0,16
2,7,5,0
4,1,0,3
4,3,1,0
4,7,1,0
