grid_x,grid_y,agent_0,agent_1
2,2,3,1
1,2,6,2
2,1,0,3
2,3,8,3
3,2,5,4
1,1,3,2
1,3,3,4
3,1,0,5
3,3,1,2
5,5,2,2
4,5,0,6
5,4,1,6
5,6,5,0
6,5,0,0
4,4,3,2
4,6,1,0
6,4,3,0
6,6,2,1
