grid_x,grid_y,agent_0,agent_1
0,1,1,0
7,0,0,0
3,1,12,3
1,4,3,0
7,4,0,17
2,0,2,1
7,7,0,0
7,3,0,21
4,0,9,1
2,7,7,0
4,1,3,3
4,3,1,2
4,7,0,0
