grid_x,grid_y,agent_0,agent_1
2,2,5,2
1,2,4,0
2,1,3,0
2,3,5,3
3,2,5,1
1,1,3,1
1,3,1,0
3,1,2,0
3,3,4,2
5,5,0,7
4,5,4,3
5,4,4,8
5,6,2,3
6,5,2,7
4,4,0,4
4,6,4,3
6,4,1,3
6,6,0,2
