grid_x,grid_y,agent_0,agent_1
2,2,0,0
1,2,1,0
2,1,2,0
2,3,0,0
3,2,1,0
1,1,4,0
1,3,1,0
3,1,0,0
3,3,0,0
5,5,1,9
4,5,1,0
5,4,0,8
5,6,6,0
6,5,0,10
4,4,0,0
4,6,1,0
6,4,0,14
6,6,3,2
