grid_x,grid_y,agent_0,agent_1
2,2,5,1
1,2,1,1
2,1,1,0
2,3,0,0
3,2,8,0
1,1,4,1
1,3,0,1
3,1,9,0
3,3,5,0
5,5,0,6
4,5,0,2
5,4,1,1
5,6,0,4
6,5,0,0
4,4,0,1
4,6,0,0
6,4,0,0
6,6,0,3
