grid_x,grid_y,agent_0,agent_1
2,2,9,1
1,2,1,5
2,1,1,7
2,3,1,0
3,2,0,0
1,1,9,4
1,3,0,0
3,1,10,3
3,3,1,0
5,5,0,0
4,5,0,0
5,4,0,0
5,6,0,0
6,5,0,0
4,4,0,0
4,6,0,0
6,4,0,0
6,6,0,0
