grid_x,grid_y,agent_0,agent_1
2,2,0,1
1,2,0,5
2,1,0,8
2,3,0,1
3,2,0,2
1,1,0,1
1,3,0,3
3,1,0,5
3,3,0,0
5,5,4,0
4,5,0,0
5,4,1,0
5,6,8,0
6,5,11,0
4,4,0,0
4,6,0,0
6,4,0,0
6,6,11,0
