grid_x,grid_y,agent_0,agent_1
2,2,1,0
1,2,1,0
2,1,0,0
2,3,0,0
3,2,0,0
1,1,0,0
1,3,2,0
3,1,0,0
3,3,2,0
5,5,0,8
4,5,0,0
5,4,0,4
5,6,0,2
6,5,0,0
4,4,0,0
4,6,1,1
6,4,0,6
6,6,0,6
