grid_x,grid_y,agent_0,agent_1
2,2,0,6
1,2,0,1
2,1,0,0
2,3,1,3
3,2,0,0
1,1,0,1
1,3,0,4
3,1,0,0
3,3,1,4
5,5,1,0
4,5,2,2
5,4,2,1
5,6,1,0
6,5,0,0
4,4,1,0
4,6,1,2
6,4,4,0
6,6,3,0
