grid_x,grid_y,agent_0,agent_1
2,2,1,2
1,2,2,3
2,1,1,3
2,3,5,2
3,2,3,3
1,1,3,1
1,3,0,0
3,1,3,1
3,3,2,3
5,5,2,3
4,5,1,5
5,4,4,2
5,6,1,4
6,5,1,1
4,4,1,1
4,6,1,0
6,4,1,5
6,6,2,1
