grid_x,grid_y,agent_0,agent_1
0,1,0,0
7,0,0,0
3,1,0,2
1,4,8,2
7,4,0,6
2,0,0,3
7,7,0,0
7,3,0,2
4,0,0,1
2,7,14,3
4,1,0,1
4,3,0,7
4,7,0,0
