grid_x,grid_y,agent_0,agent_1
0,1,0,1
7,0,0,0
3,1,11,5
1,4,0,0
7,4,0,14
2,0,4,4
7,7,0,0
7,3,0,13
4,0,7,2
2,7,0,0
4,1,11,4
4,3,5,1
4,7,0,0
