grid_x,grid_y,agent_0,agent_1
2,2,1,1
1,2,1,2
2,1,3,1
2,3,2,2
3,2,2,1
1,1,0,0
1,3,0,1
3,1,0,0
3,3,1,2
5,5,6,6
4,5,5,5
5,4,7,5
5,6,3,5
6,5,4,7
4,4,4,2
4,6,2,0
6,4,4,7
6,6,1,2
