grid_x,grid_y,agent_0,agent_1
2,2,5,1
1,2,6,3
2,1,5,0
2,3,7,6
3,2,2,5
1,1,1,1
1,3,2,1
3,1,1,0
3,3,8,3
5,5,3,1
4,5,3,4
5,4,2,9
5,6,2,1
6,5,1,9
4,4,2,3
4,6,0,0
6,4,0,0
6,6,0,3
