grid_x,grid_y,agent_0,agent_1
2,2,0,13
1,2,0,2
2,1,0,3
2,3,0,3
3,2,0,5
1,1,0,2
1,3,0,1
3,1,0,5
3,3,0,8
5,5,8,1
4,5,3,1
5,4,3,2
5,6,5,1
6,5,5,1
4,4,4,2
4,6,4,0
6,4,9,0
6,6,7,0
