agent_st_pos_x,agent_st_pos_y,agent_end_pos_x,agent_end_pos_y,agent_ini_pos_x,agent_ini_pos_y,agent_id,duration,user_id,round,st_time_relative,end_time_relative,is_optimal,q_value,expected_q_value
2.9,2.0,1.0,2.0,2,1,0,513,10,4,68.2,68.7,1,1.0,0.1111111111111111
1.5,2.5,2.0,3.0,1,2,0,416,10,4,69.5,69.9,0,1.0,0.0277777777777777
2.1,3.3,1.0,3.0,2,3,0,433,10,4,70.9,71.3,0,1.49,0.0555555555555555
1.4,3.6,2.0,2.0,1,3,0,541,10,4,72.2,72.8,0,1.0,0.0
2.5,2.6,2.0,1.0,2,2,0,475,10,4,73.4,73.9,1,1.0,0.1111111111111111
2.3,1.8,3.0,1.0,2,1,0,484,10,4,74.6,75.1,0,1.0,0.0555555555555555
3.6,0.3,4.0,4.0,3,0,0,672,10,4,77.7,78.4,1,1.0,0.0833333333333333
4.0,4.2,6.0,5.0,4,4,0,460,10,4,79.4,79.9,0,1.0,0.0
6.3,5.3,4.0,5.0,6,5,0,389,10,4,80.8,81.2,1,1.0,0.1111111111111111
4.7,5.8,5.0,6.0,4,5,0,319,10,4,81.9,82.2,0,1.0,0.0555555555555555
5.5,6.7,6.0,6.0,5,6,0,393,10,4,83.1,83.4,0,1.0,0.0
6.9,6.7,4.0,6.0,6,6,0,531,10,4,84.5,85.0,0,1.0,0.0
4.6,6.6,5.0,4.0,4,6,0,449,10,4,85.7,86.1,0,1.0,0.0277777777777777
5.6,4.4,3.0,3.0,5,4,0,735,10,4,86.8,87.6,0,1.0,0.0
3.1,3.6,2.0,1.0,3,3,0,699,10,4,88.4,89.1,0,1.0,0.0
2.4,2.2,1.0,3.0,2,1,0,413,10,4,90.9,91.3,0,1.0,0.0555555555555555
1.1,3.7,2.0,3.0,1,3,0,452,10,4,92.6,93.0,0,1.0,0.0
2.6,3.5,1.0,2.0,2,3,0,461,10,4,93.6,94.1,0,1.0,0.0277777777777777
1.8,2.5,1.0,1.0,1,2,0,454,10,4,94.8,95.3,0,1.0,0.0555555555555555
1.4,1.4,3.0,2.0,1,1,0,452,10,4,96.2,96.7,0,1.0,0.0
3.5,2.9,4.0,4.0,3,2,0,326,10,4,97.3,97.7,0,1.0,0.0555555555555555
4.7,4.4,6.0,5.0,4,4,0,357,10,4,98.3,98.6,0,1.0,0.0555555555555555
7.1,5.1,6.0,4.0,6,5,0,366,10,4,99.8,100.1,0,1.0,0.0277777777777777
3.6,5.9,3.0,3.0,3,6,0,810,1,5,1.1,2.0,0,1.0,0.0
4.3,2.9,2.0,1.0,3,3,0,785,1,5,3.1,3.9,0,1.0,0.0277777777777777
2.6,2.2,3.0,2.0,2,1,0,513,1,5,5.4,5.9,0,1.0,0.0555555555555555
3.7,3.2,4.0,4.0,3,2,0,528,1,5,7.0,7.5,0,1.0,0.0555555555555555
5.0,4.6,4.0,5.0,5,4,0,534,1,5,10.6,11.1,0,1.0,0.0555555555555555
3.8,5.4,5.0,6.0,4,5,0,607,1,5,11.9,12.5,0,1.0,0.0
6.0,6.9,4.0,6.0,5,6,0,431,1,5,13.5,14.0,0,1.0,0.0277777777777777
5.4,6.1,6.0,4.0,5,5,0,687,1,5,17.0,17.7,1,1.0,0.1111111111111111
6.1,5.2,6.0,5.0,6,4,0,441,1,5,19.0,19.5,1,1.0,0.1111111111111111
6.5,5.3,5.0,5.0,6,5,0,591,1,5,20.3,20.9,0,1.0,0.0555555555555555
6.3,6.0,4.0,5.0,5,5,0,607,1,5,21.8,22.4,1,1.0,0.1111111111111111
4.3,5.5,2.0,3.0,4,5,0,589,1,5,23.1,23.7,0,1.0,0.0
1.5,3.4,2.0,1.0,2,3,0,470,1,5,25.6,26.0,0,1.0,0.0555555555555555
3.4,1.1,3.0,2.0,2,1,0,487,1,5,27.4,27.9,0,1.0,0.0277777777777777
3.6,2.7,1.0,1.0,3,2,0,942,1,5,28.5,29.4,0,1.0,0.0555555555555555
2.3,2.4,3.0,1.0,2,2,0,630,1,5,32.4,33.0,0,1.0,0.0555555555555555
4.0,2.0,4.0,4.0,3,1,0,632,1,5,33.7,34.4,0,1.0,0.0
4.7,4.4,5.0,4.0,4,4,0,620,1,5,35.0,35.7,0,1.49,0.0555555555555555
6.0,4.7,6.0,5.0,5,4,0,472,1,5,36.3,36.8,1,1.0,0.1111111111111111
6.4,5.8,5.0,5.0,6,5,0,494,1,5,37.5,38.0,1,1.0,0.1111111111111111
5.5,5.7,4.0,6.0,5,5,0,559,1,5,38.6,39.2,0,1.0,0.0555555555555555
4.9,6.4,5.0,4.0,4,6,0,551,1,5,39.7,40.2,1,1.49,0.1111111111111111
5.9,4.1,6.0,4.0,5,4,0,472,1,5,41.1,41.6,0,1.0,0.0277777777777777
6.5,4.9,4.0,4.0,6,4,0,782,1,5,42.1,42.9,0,1.0,0.0555555555555555
4.5,4.8,4.0,5.0,4,4,0,432,1,5,43.5,43.9,0,1.0,0.0555555555555555
5.0,5.5,6.0,6.0,4,5,0,542,1,5,44.6,45.1,1,1.0,0.1111111111111111
6.8,6.7,4.0,6.0,6,6,0,774,1,5,46.0,46.7,0,1.0,0.0
4.1,6.4,3.0,3.0,4,6,0,608,1,5,47.4,48.0,0,1.0,0.0
4.3,3.5,4.0,4.0,3,3,0,454,1,5,48.9,49.3,0,1.0,0.0
4.2,4.7,2.0,3.0,4,4,0,783,1,5,50.0,50.8,0,1.0,0.0
3.0,3.9,2.0,2.0,2,3,0,706,1,5,51.6,52.3,0,1.0,0.0277777777777777
3.1,2.9,1.0,2.0,2,2,0,704,1,5,53.3,54.0,1,1.0,0.1111111111111111
2.1,3.3,2.0,1.0,1,2,0,588,1,5,55.5,56.1,1,1.0,0.1111111111111111
3.3,1.1,3.0,2.0,2,1,0,454,1,5,57.4,57.8,0,1.0,0.0277777777777777
3.9,2.5,1.0,1.0,3,2,0,670,1,5,58.5,59.2,0,1.0,0.0277777777777777
1.9,1.9,5.0,4.0,1,1,0,719,1,5,59.8,60.6,1,4.49,0.1111111111111111
5.0,4.7,4.0,5.0,5,4,0,376,1,5,61.5,61.9,0,1.0,0.0555555555555555
4.3,6.0,5.0,5.0,4,5,0,622,1,5,62.7,63.3,0,1.0,0.0277777777777777
6.0,5.7,6.0,6.0,5,5,0,490,1,5,64.1,64.6,0,1.0,0.0555555555555555
6.7,6.6,6.0,4.0,6,6,0,632,1,5,65.3,65.9,0,1.0,0.0
6.3,4.9,6.0,5.0,6,4,0,463,1,5,66.7,67.2,1,1.0,0.1111111111111111
5.6,6.6,5.0,4.0,6,5,0,576,1,5,69.2,69.8,1,1.0,0.1111111111111111
5.1,4.6,3.0,3.0,5,4,0,589,1,5,70.8,71.4,0,1.0,0.0555555555555555
3.5,3.2,2.0,2.0,3,3,0,517,1,5,72.3,72.8,0,1.0,0.0555555555555555
2.5,3.0,1.0,2.0,2,2,0,546,1,5,73.7,74.3,0,1.0,0.0555555555555555
1.6,1.9,1.0,3.0,1,2,0,536,1,5,75.9,76.4,0,1.0,0.0555555555555555
1.8,3.4,2.0,2.0,1,3,0,429,1,5,77.1,77.5,0,1.0,0.0555555555555555
3.4,2.6,2.0,2.0,2,2,0,538,1,5,78.9,79.5,0,1.0,0.0555555555555555
3.2,3.1,1.0,1.0,2,2,0,640,1,5,80.7,81.3,1,1.0,0.1111111111111111
1.2,1.6,1.0,2.0,1,1,0,463,1,5,82.3,82.7,0,1.0,0.0
0.9,1.9,4.0,5.0,1,2,0,831,1,5,84.1,84.9,0,1.0,0.0277777777777777
5.6,5.2,5.0,6.0,5,5,0,447,1,5,88.0,88.4,0,1.0,0.0555555555555555
4.9,6.0,6.0,6.0,5,6,0,495,1,5,89.7,90.2,1,1.0,0.1111111111111111
7.2,6.1,6.0,5.0,6,6,0,439,1,5,91.5,92.0,0,1.0,0.0277777777777777
6.4,6.0,5.0,6.0,6,5,0,551,1,5,93.1,93.6,0,1.0,0.0555555555555555
4.7,6.5,6.0,5.0,5,6,0,726,1,5,95.3,96.1,0,1.7000000000000002,0.0555555555555555
6.6,6.0,6.0,3.0,6,5,0,719,1,5,97.4,98.1,0,1.0,0.0555555555555555
6.7,3.6,6.0,4.0,6,3,0,495,1,5,98.9,99.4,0,1.0,0.0
4.8,7.0,2.0,1.0,4,6,0,776,7,4,5.8,6.5,0,1.0,0.0277777777777777
2.6,1.5,1.0,1.0,2,1,0,394,7,4,6.9,7.3,0,1.0,0.0555555555555555
1.2,1.7,1.0,2.0,1,1,0,391,7,4,7.6,8.0,0,1.0,0.0555555555555555
1.1,2.8,1.0,3.0,1,2,0,288,7,4,8.8,9.1,0,1.0,0.0
1.4,3.5,2.0,2.0,1,3,0,375,7,4,9.4,9.8,0,1.0,0.0
2.4,2.8,3.0,2.0,2,2,0,344,7,4,10.2,10.5,1,1.0,0.1111111111111111
3.0,2.8,3.0,1.0,3,2,0,543,7,4,10.8,11.3,1,1.0,0.1111111111111111
3.4,1.4,2.0,1.0,3,1,0,384,7,4,11.7,12.1,0,1.0,0.0555555555555555
2.6,1.8,4.0,3.0,2,1,0,646,7,4,12.4,13.0,0,1.0,0.0277777777777777
4.9,4.1,5.0,5.0,4,3,0,358,7,4,13.7,14.0,1,1.0,0.0833333333333333
5.5,5.5,5.0,6.0,5,5,0,318,7,4,14.3,14.6,0,1.0,0.0555555555555555
5.2,6.1,5.0,6.0,5,6,0,142,7,4,15.0,15.2,0,1.0,0.0555555555555555
6.0,5.8,5.0,4.0,5,6,0,360,7,4,16.2,16.6,1,1.0,0.1111111111111111
6.3,4.9,6.0,5.0,5,5,0,373,7,4,31.7,32.1,1,1.0,0.1111111111111111
6.0,5.9,6.0,6.0,6,5,0,374,7,4,33.0,33.4,0,1.0,0.0555555555555555
6.9,7.1,6.0,6.0,6,6,0,326,7,4,34.1,34.4,0,1.0,0.0
6.4,7.0,1.0,1.0,6,6,0,1103,7,4,35.2,36.3,0,1.0,0.0
1.8,1.4,2.0,2.0,1,1,0,272,7,4,37.0,37.2,0,1.0,0.0277777777777777
2.5,2.6,3.0,2.0,2,2,0,351,7,4,38.1,38.5,1,1.0,0.1111111111111111
4.1,1.8,3.0,1.0,3,2,0,335,7,4,40.6,40.9,0,1.0,0.0277777777777777
3.2,1.1,2.0,1.0,3,1,0,208,7,4,41.8,42.0,0,1.0,0.0277777777777777
2.0,0.9,1.0,2.0,2,1,0,223,7,4,43.0,43.2,0,1.0,0.0277777777777777
1.9,3.2,5.0,4.0,1,2,0,297,7,4,43.8,44.1,0,-0.0999999999999998,0.0555555555555555
5.4,4.3,5.0,5.0,5,4,0,175,7,4,44.9,45.0,0,1.0,0.0
2.8,6.1,4.0,6.0,2,5,0,319,7,4,53.5,53.8,1,1.0,0.0
4.4,6.7,5.0,6.0,4,6,0,207,7,4,54.4,54.6,0,1.0,0.0
5.5,6.5,5.0,6.0,5,6,0,215,7,4,55.0,55.3,1,1.0,0.1111111111111111
6.3,6.0,5.0,4.0,5,6,0,943,7,4,56.1,57.1,1,1.0,0.1111111111111111
4.9,4.9,6.0,5.0,5,4,0,653,7,4,57.8,58.5,1,1.9277,0.1111111111111111
6.3,5.6,1.0,3.0,6,5,0,401,7,4,59.3,59.7,1,1.0,0.1111111111111111
2.0,3.0,2.0,3.0,1,3,0,203,7,4,60.7,60.9,1,-1.2999999999999998,0.1111111111111111
2.8,3.3,3.0,2.0,2,3,0,295,7,4,61.3,61.6,1,1.0,0.1111111111111111
3.2,2.6,1.0,1.0,3,2,0,327,7,4,61.9,62.2,0,1.0,0.0555555555555555
1.7,1.7,1.0,2.0,1,1,0,312,7,4,62.7,63.0,0,1.0,0.0
1.7,2.4,2.0,2.0,1,2,0,286,7,4,63.3,63.6,0,1.0,0.0555555555555555
3.0,1.9,3.0,1.0,2,2,0,224,7,4,64.7,65.0,1,1.0,0.1111111111111111
3.4,1.7,3.0,3.0,3,1,0,294,7,4,65.3,65.6,0,1.0,0.0555555555555555
3.6,3.6,4.0,4.0,3,3,0,277,7,4,66.1,66.4,0,1.0,0.0
4.9,4.4,4.0,4.0,4,4,0,52,7,4,67.4,67.5,0,1.0,0.0277777777777777
7.4,1.3,2.0,5.0,7,1,0,658,3,4,9.8,10.4,1,1.0,0.0
5.8,5.6,6.0,7.0,5,5,0,543,3,4,38.3,38.8,0,1.0,0.0555555555555555
7.2,7.4,6.0,7.0,6,7,0,670,3,4,40.8,41.5,0,1.0,0.0
3.4,6.7,2.0,2.0,3,6,0,980,3,4,48.2,49.2,0,1.0,0.0555555555555555
2.6,1.4,2.0,2.0,2,1,0,710,3,4,60.6,61.3,0,1.4291,0.0
2.5,1.8,1.0,1.0,2,2,0,891,3,4,62.8,63.7,0,2.09,0.0555555555555555
2.0,0.9,3.0,1.0,1,1,0,747,3,4,65.1,65.9,0,1.0,0.0277777777777777
1.3,4.6,4.0,5.0,1,4,0,835,3,4,89.5,90.4,0,1.0,0.0555555555555555
4.7,7.3,5.0,6.0,4,7,0,437,3,4,94.7,95.1,0,2.09,0.0277777777777777
5.4,6.7,5.0,6.0,5,6,0,548,3,4,96.2,96.8,0,2.5277,0.0277777777777777
4.9,6.8,5.0,5.0,5,6,0,670,3,4,97.8,98.5,0,2.5277,0.0277777777777777
5.3,4.7,2.0,4.0,4,4,0,1019,2,5,10.4,11.4,0,1.0,0.0555555555555555
3.3,6.1,4.0,6.0,3,6,0,728,2,5,75.1,75.8,0,1.0,0.0
2.6,5.1,2.0,3.0,2,4,0,672,10,5,2.1,2.8,0,1.0,0.0
2.4,3.1,1.0,2.0,2,3,0,878,10,5,3.6,4.5,1,1.0,0.1111111111111111
1.6,2.2,4.0,4.0,1,2,0,731,10,5,5.3,6.0,1,1.0,0.1111111111111111
4.8,4.5,4.0,5.0,4,4,0,372,10,5,7.1,7.4,0,1.0,0.0555555555555555
4.8,5.5,6.0,4.0,4,5,0,608,10,5,8.3,9.0,1,1.0,0.1111111111111111
6.6,4.4,2.0,3.0,6,4,0,604,10,5,9.8,10.4,0,1.0,0.0
3.1,4.1,2.0,2.0,3,4,0,736,10,5,13.9,14.7,1,1.0,0.0833333333333333
2.7,2.4,3.0,1.0,2,2,0,504,10,5,15.7,16.2,0,1.0,0.0555555555555555
3.3,1.2,2.0,1.0,3,1,0,514,10,5,17.3,17.8,0,1.0,0.0
2.1,1.4,2.0,3.0,2,1,0,780,10,5,18.8,19.5,0,1.0,0.0555555555555555
2.4,3.4,1.0,3.0,2,3,0,389,10,5,20.2,20.6,0,1.0,0.0555555555555555
1.1,2.9,3.0,3.0,1,3,0,638,10,5,21.8,22.4,0,1.0,0.0277777777777777
3.5,3.4,4.0,4.0,3,3,0,350,10,5,23.1,23.4,1,1.0,0.1111111111111111
