grid_x,grid_y,agent_0,agent_1
0,1,0,3
7,0,0,0
3,1,0,11
1,4,2,0
7,4,0,0
2,0,0,5
7,7,5,0
7,3,0,0
4,0,0,10
2,7,11,0
4,1,0,8
4,3,0,1
4,7,4,0
